Timestamp,ID,Latitude,Longitude,Vibration
2026-05-07 12:27:05,SENS-JAKSEL,-6.2615,106.8106,11.0
2026-05-07 12:27:09,SENS-JAKPUS,-6.1754,106.8272,10.0
2026-05-07 12:27:11,SENS-JAKSEL,-6.2615,106.8106,8.0
2026-05-07 12:27:15,SENS-JAKPUS,-6.1754,106.8272,7.0
2026-05-07 12:27:17,SENS-JAKSEL,-6.2615,106.8106,4.0
2026-05-07 12:27:21,SENS-JAKPUS,-6.1754,106.8272,11.0
2026-05-07 12:27:23,SENS-JAKSEL,-6.2615,106.8106,15.0
2026-05-07 12:27:27,SENS-JAKPUS,-6.1754,106.8272,9.0
2026-05-07 12:27:29,SENS-JAKSEL,-6.2615,106.8106,13.0
2026-05-07 12:27:33,SENS-JAKPUS,-6.1754,106.8272,18.0
2026-05-07 12:27:35,SENS-JAKSEL,-6.2615,106.8106,9.0
2026-05-07 12:27:39,SENS-JAKPUS,-6.1754,106.8272,15.0
2026-05-07 12:27:42,SENS-JAKSEL,-6.2615,106.8106,2.0
2026-05-07 12:27:46,SENS-JAKPUS,-6.1754,106.8272,87.0
2026-05-07 12:27:49,SENS-JAKSEL,-6.2615,106.8106,19.0
2026-05-07 12:27:53,SENS-JAKPUS,-6.1754,106.8272,6.0
2026-05-07 12:27:55,SENS-JAKSEL,-6.2615,106.8106,9.0
2026-05-07 12:27:59,SENS-JAKPUS,-6.1754,106.8272,14.0
2026-05-07 12:28:01,SENS-JAKSEL,-6.2615,106.8106,0.0
2026-05-07 12:28:05,SENS-JAKPUS,-6.1754,106.8272,2.0
2026-05-07 12:28:07,SENS-JAKSEL,-6.2615,106.8106,4.0
2026-05-07 12:28:11,SENS-JAKPUS,-6.1754,106.8272,1.0
2026-05-07 12:28:13,SENS-JAKSEL,-6.2615,106.8106,14.0
2026-05-07 12:28:17,SENS-JAKPUS,-6.1754,106.8272,3.0
2026-05-07 12:28:19,SENS-JAKSEL,-6.2615,106.8106,18.0
2026-05-07 12:28:23,SENS-JAKPUS,-6.1754,106.8272,8.0
2026-05-07 12:28:25,SENS-JAKSEL,-6.2615,106.8106,1.0
2026-05-07 12:28:29,SENS-JAKPUS,-6.1754,106.8272,6.0
2026-05-07 12:28:31,SENS-JAKSEL,-6.2615,106.8106,1.0
2026-05-07 12:28:35,SENS-JAKPUS,-6.1754,106.8272,1.0
2026-05-07 12:28:38,SENS-JAKSEL,-6.2615,106.8106,17.0
2026-05-07 12:28:42,SENS-JAKPUS,-6.1754,106.8272,91.0
2026-05-07 12:28:44,SENS-JAKSEL,-6.2615,106.8106,2.0
2026-05-07 12:28:49,SENS-JAKPUS,-6.1754,106.8272,3.0
2026-05-07 12:28:51,SENS-JAKSEL,-6.2615,106.8106,15.0
2026-05-07 12:28:55,SENS-JAKPUS,-6.1754,106.8272,0.0
2026-05-07 12:28:57,SENS-JAKSEL,-6.2615,106.8106,10.0
2026-05-07 12:29:01,SENS-JAKPUS,-6.1754,106.8272,13.0
2026-05-07 12:29:03,SENS-JAKSEL,-6.2615,106.8106,18.0
2026-05-07 12:29:07,SENS-JAKPUS,-6.1754,106.8272,7.0
2026-05-07 12:29:09,SENS-JAKSEL,-6.2615,106.8106,16.0
2026-05-07 12:29:13,SENS-JAKPUS,-6.1754,106.8272,1.0
2026-05-07 12:29:15,SENS-JAKSEL,-6.2615,106.8106,16.0
2026-05-07 12:29:19,SENS-JAKPUS,-6.1754,106.8272,20.0
2026-05-07 12:29:21,SENS-JAKSEL,-6.2615,106.8106,19.0
2026-05-07 12:29:25,SENS-JAKPUS,-6.1754,106.8272,20.0
2026-05-07 12:29:27,SENS-JAKSEL,-6.2615,106.8106,7.0
2026-05-07 12:29:31,SENS-JAKPUS,-6.1754,106.8272,15.0
2026-05-07 12:29:33,SENS-JAKSEL,-6.2615,106.8106,20.0
2026-05-07 12:29:38,SENS-JAKPUS,-6.1754,106.8272,7.0
2026-05-07 12:29:41,SENS-JAKSEL,-6.2615,106.8106,15.0
2026-05-07 12:29:45,SENS-JAKPUS,-6.1754,106.8272,5.0
2026-05-07 12:29:47,SENS-JAKSEL,-6.2615,106.8106,8.0
2026-05-07 12:29:51,SENS-JAKPUS,-6.1754,106.8272,7.0
2026-05-07 12:29:53,SENS-JAKSEL,-6.2615,106.8106,9.0
2026-05-07 12:29:57,SENS-JAKPUS,-6.1754,106.8272,0.0
2026-05-07 12:29:59,SENS-JAKSEL,-6.2615,106.8106,11.0
2026-05-07 12:30:03,SENS-JAKPUS,-6.1754,106.8272,81.0
2026-05-07 12:30:05,SENS-JAKSEL,-6.2615,106.8106,14.0
2026-05-07 12:30:09,SENS-JAKPUS,-6.1754,106.8272,20.0
2026-05-07 12:30:11,SENS-JAKSEL,-6.2615,106.8106,1.0
2026-05-07 12:30:15,SENS-JAKPUS,-6.1754,106.8272,19.0
2026-05-07 12:30:17,SENS-JAKSEL,-6.2615,106.8106,20.0
2026-05-07 12:30:21,SENS-JAKPUS,-6.1754,106.8272,9.0
2026-05-07 12:30:23,SENS-JAKSEL,-6.2615,106.8106,1.0
2026-05-07 12:30:27,SENS-JAKPUS,-6.1754,106.8272,76.0
2026-05-07 12:30:29,SENS-JAKSEL,-6.2615,106.8106,15.0
2026-05-07 12:30:33,SENS-JAKPUS,-6.1754,106.8272,17.0
2026-05-07 12:30:35,SENS-JAKSEL,-6.2615,106.8106,8.0
2026-05-07 12:30:39,SENS-JAKPUS,-6.1754,106.8272,14.0
2026-05-07 12:31:40,SENS-JAKSEL,-6.2615,106.8106,19.0
2026-05-07 12:31:45,SENS-JAKPUS,-6.1754,106.8272,12.0
2026-05-07 12:31:47,SENS-JAKSEL,-6.2615,106.8106,15.0
2026-05-07 12:31:51,SENS-JAKPUS,-6.1754,106.8272,75.0
2026-05-07 12:31:53,SENS-JAKSEL,-6.2615,106.8106,16.0
2026-05-07 12:31:57,SENS-JAKPUS,-6.1754,106.8272,82.0
2026-05-07 12:31:59,SENS-JAKSEL,-6.2615,106.8106,5.0
2026-05-07 12:32:03,SENS-JAKPUS,-6.1754,106.8272,11.0
2026-05-07 12:32:05,SENS-JAKSEL,-6.2615,106.8106,62.0
2026-05-07 12:32:09,SENS-JAKPUS,-6.1754,106.8272,3.0
2026-05-07 12:32:11,SENS-JAKSEL,-6.2615,106.8106,7.0
2026-05-07 12:32:15,SENS-JAKPUS,-6.1754,106.8272,13.0
2026-05-07 12:32:17,SENS-JAKSEL,-6.2615,106.8106,0.0
2026-05-07 12:32:21,SENS-JAKPUS,-6.1754,106.8272,8.0
2026-05-07 12:32:23,SENS-JAKSEL,-6.2615,106.8106,9.0
2026-05-07 12:32:27,SENS-JAKPUS,-6.1754,106.8272,16.0
2026-05-07 12:32:29,SENS-JAKSEL,-6.2615,106.8106,89.0
2026-05-07 12:32:33,SENS-JAKPUS,-6.1754,106.8272,16.0
2026-05-07 12:32:36,SENS-JAKSEL,-6.2615,106.8106,0.0
2026-05-07 12:32:41,SENS-JAKPUS,-6.1754,106.8272,8.0
2026-05-07 12:32:43,SENS-JAKSEL,-6.2615,106.8106,17.0
2026-05-07 12:32:47,SENS-JAKPUS,-6.1754,106.8272,11.0
2026-05-07 12:32:49,SENS-JAKSEL,-6.2615,106.8106,6.0
2026-05-07 12:32:53,SENS-JAKPUS,-6.1754,106.8272,4.0
2026-05-07 12:32:55,SENS-JAKSEL,-6.2615,106.8106,11.0
2026-05-07 12:32:59,SENS-JAKPUS,-6.1754,106.8272,13.0
2026-05-07 12:33:01,SENS-JAKSEL,-6.2615,106.8106,0.0
2026-05-07 12:33:05,SENS-JAKPUS,-6.1754,106.8272,19.0
2026-05-07 12:33:07,SENS-JAKSEL,-6.2615,106.8106,11.0
2026-05-07 12:33:11,SENS-JAKPUS,-6.1754,106.8272,91.0
2026-05-07 12:33:13,SENS-JAKSEL,-6.2615,106.8106,4.0
2026-05-07 12:33:17,SENS-JAKPUS,-6.1754,106.8272,14.0
2026-05-07 12:33:19,SENS-JAKSEL,-6.2615,106.8106,3.0
2026-05-07 12:33:23,SENS-JAKPUS,-6.1754,106.8272,96.0
2026-05-07 12:33:27,SENS-JAKSEL,-6.2615,106.8106,7.0
2026-05-07 12:33:32,SENS-JAKPUS,-6.1754,106.8272,4.0
2026-05-07 12:33:34,SENS-JAKSEL,-6.2615,106.8106,14.0
2026-05-07 12:33:38,SENS-JAKPUS,-6.1754,106.8272,78.0
2026-05-07 12:33:40,SENS-JAKSEL,-6.2615,106.8106,6.0
2026-05-07 12:33:44,SENS-JAKPUS,-6.1754,106.8272,17.0
2026-05-07 12:33:46,SENS-JAKSEL,-6.2615,106.8106,85.0
2026-05-07 12:33:50,SENS-JAKPUS,-6.1754,106.8272,14.0
2026-05-07 12:33:52,SENS-JAKSEL,-6.2615,106.8106,8.0
2026-05-07 12:33:56,SENS-JAKPUS,-6.1754,106.8272,10.0
2026-05-07 12:33:58,SENS-JAKSEL,-6.2615,106.8106,17.0
2026-05-07 12:34:02,SENS-JAKPUS,-6.1754,106.8272,20.0
2026-05-07 12:34:04,SENS-JAKSEL,-6.2615,106.8106,90.0
2026-05-07 12:34:08,SENS-JAKPUS,-6.1754,106.8272,12.0
2026-05-07 12:34:10,SENS-JAKSEL,-6.2615,106.8106,4.0
2026-05-07 12:34:15,SENS-JAKPUS,-6.1754,106.8272,15.0
2026-05-07 12:34:17,SENS-JAKSEL,-6.2615,106.8106,15.0
2026-05-07 12:34:21,SENS-JAKPUS,-6.1754,106.8272,2.0
2026-05-07 12:34:24,SENS-JAKSEL,-6.2615,106.8106,6.0
2026-05-07 12:34:28,SENS-JAKPUS,-6.1754,106.8272,11.0
2026-05-07 12:34:30,SENS-JAKSEL,-6.2615,106.8106,19.0
2026-05-07 12:34:34,SENS-JAKPUS,-6.1754,106.8272,13.0
2026-05-07 12:34:36,SENS-JAKSEL,-6.2615,106.8106,16.0
2026-05-07 12:34:40,SENS-JAKPUS,-6.1754,106.8272,74.0
2026-05-07 12:34:42,SENS-JAKSEL,-6.2615,106.8106,16.0
2026-05-07 12:34:46,SENS-JAKPUS,-6.1754,106.8272,66.0
2026-05-07 12:34:48,SENS-JAKSEL,-6.2615,106.8106,9.0
2026-05-07 12:34:52,SENS-JAKPUS,-6.1754,106.8272,16.0
2026-05-07 12:34:54,SENS-JAKSEL,-6.2615,106.8106,20.0
2026-05-07 12:34:58,SENS-JAKPUS,-6.1754,106.8272,3.0
2026-05-07 12:35:01,SENS-JAKSEL,-6.2615,106.8106,13.0
2026-05-07 12:35:05,SENS-JAKPUS,-6.1754,106.8272,17.0
2026-05-07 12:35:07,SENS-JAKSEL,-6.2615,106.8106,5.0
2026-05-07 12:35:11,SENS-JAKPUS,-6.1754,106.8272,64.0
2026-05-07 12:35:13,SENS-JAKSEL,-6.2615,106.8106,89.0
2026-05-07 12:35:17,SENS-JAKPUS,-6.1754,106.8272,0.0
2026-05-07 12:35:20,SENS-JAKSEL,-6.2615,106.8106,5.0
2026-05-07 12:35:24,SENS-JAKPUS,-6.1754,106.8272,17.0
2026-05-07 12:35:26,SENS-JAKSEL,-6.2615,106.8106,14.0
2026-05-07 12:35:30,SENS-JAKPUS,-6.1754,106.8272,20.0
2026-05-07 12:35:32,SENS-JAKSEL,-6.2615,106.8106,64.0
2026-05-07 12:35:36,SENS-JAKPUS,-6.1754,106.8272,1.0
2026-05-07 12:35:38,SENS-JAKSEL,-6.2615,106.8106,91.0
2026-05-07 12:35:42,SENS-JAKPUS,-6.1754,106.8272,8.0
2026-05-07 12:35:44,SENS-JAKSEL,-6.2615,106.8106,19.0
2026-05-07 12:35:48,SENS-JAKPUS,-6.1754,106.8272,4.0
2026-05-07 12:35:50,SENS-JAKSEL,-6.2615,106.8106,14.0
2026-05-07 12:35:54,SENS-JAKPUS,-6.1754,106.8272,7.0
2026-05-07 12:35:56,SENS-JAKSEL,-6.2615,106.8106,20.0
2026-05-07 12:36:00,SENS-JAKPUS,-6.1754,106.8272,80.0
2026-05-07 12:36:02,SENS-JAKSEL,-6.2615,106.8106,2.0
2026-05-07 12:36:07,SENS-JAKPUS,-6.1754,106.8272,0.0
2026-05-07 12:36:09,SENS-JAKSEL,-6.2615,106.8106,61.0
2026-05-07 12:36:13,SENS-JAKPUS,-6.1754,106.8272,7.0
2026-05-07 12:36:16,SENS-JAKSEL,-6.2615,106.8106,19.0
2026-05-07 12:36:20,SENS-JAKPUS,-6.1754,106.8272,17.0
2026-05-07 12:36:22,SENS-JAKSEL,-6.2615,106.8106,12.0
2026-05-07 12:36:26,SENS-JAKPUS,-6.1754,106.8272,16.0
2026-05-07 12:36:28,SENS-JAKSEL,-6.2615,106.8106,8.0
2026-05-07 12:36:32,SENS-JAKPUS,-6.1754,106.8272,11.0
2026-05-07 12:36:34,SENS-JAKSEL,-6.2615,106.8106,11.0
2026-05-07 12:36:38,SENS-JAKPUS,-6.1754,106.8272,13.0
2026-05-07 12:36:40,SENS-JAKSEL,-6.2615,106.8106,20.0
2026-05-07 12:36:44,SENS-JAKPUS,-6.1754,106.8272,13.0
2026-05-07 12:36:46,SENS-JAKSEL,-6.2615,106.8106,0.0
2026-05-07 12:36:50,SENS-JAKPUS,-6.1754,106.8272,6.0
2026-05-07 12:36:52,SENS-JAKSEL,-6.2615,106.8106,17.0
2026-05-07 12:36:56,SENS-JAKPUS,-6.1754,106.8272,11.0
2026-05-07 12:36:58,SENS-JAKSEL,-6.2615,106.8106,5.0
2026-05-07 12:37:02,SENS-JAKPUS,-6.1754,106.8272,4.0
2026-05-07 12:37:04,SENS-JAKSEL,-6.2615,106.8106,6.0
2026-05-07 12:37:09,SENS-JAKPUS,-6.1754,106.8272,0.0
2026-05-07 12:37:11,SENS-JAKSEL,-6.2615,106.8106,2.0
2026-05-07 12:37:15,SENS-JAKPUS,-6.1754,106.8272,7.0
2026-05-07 12:37:17,SENS-JAKSEL,-6.2615,106.8106,14.0
2026-05-07 12:37:21,SENS-JAKPUS,-6.1754,106.8272,10.0
2026-05-07 12:37:24,SENS-JAKSEL,-6.2615,106.8106,78.0
2026-05-07 12:37:28,SENS-JAKPUS,-6.1754,106.8272,16.0
2026-05-07 12:37:30,SENS-JAKSEL,-6.2615,106.8106,11.0
2026-05-07 12:37:34,SENS-JAKPUS,-6.1754,106.8272,16.0
2026-05-07 12:37:36,SENS-JAKSEL,-6.2615,106.8106,16.0
2026-05-07 12:37:40,SENS-JAKPUS,-6.1754,106.8272,15.0
2026-05-07 12:37:42,SENS-JAKSEL,-6.2615,106.8106,10.0
2026-05-07 12:37:46,SENS-JAKPUS,-6.1754,106.8272,14.0
2026-05-07 12:37:48,SENS-JAKSEL,-6.2615,106.8106,8.0
2026-05-07 12:37:52,SENS-JAKPUS,-6.1754,106.8272,18.0
2026-05-07 12:37:54,SENS-JAKSEL,-6.2615,106.8106,13.0
2026-05-07 12:37:58,SENS-JAKPUS,-6.1754,106.8272,12.0
2026-05-07 12:38:00,SENS-JAKSEL,-6.2615,106.8106,3.0
2026-05-07 12:38:04,SENS-JAKPUS,-6.1754,106.8272,12.0
2026-05-07 12:38:06,SENS-JAKSEL,-6.2615,106.8106,7.0
2026-05-07 12:38:11,SENS-JAKPUS,-6.1754,106.8272,16.0
2026-05-07 12:38:13,SENS-JAKSEL,-6.2615,106.8106,13.0
2026-05-07 12:38:17,SENS-JAKPUS,-6.1754,106.8272,14.0
2026-05-07 12:38:20,SENS-JAKSEL,-6.2615,106.8106,17.0
2026-05-07 12:38:24,SENS-JAKPUS,-6.1754,106.8272,18.0
2026-05-07 12:38:26,SENS-JAKSEL,-6.2615,106.8106,20.0
2026-05-07 12:38:30,SENS-JAKPUS,-6.1754,106.8272,95.0
2026-05-07 12:38:32,SENS-JAKSEL,-6.2615,106.8106,10.0
2026-05-07 12:38:36,SENS-JAKPUS,-6.1754,106.8272,14.0
2026-05-07 12:38:38,SENS-JAKSEL,-6.2615,106.8106,2.0
2026-05-07 12:38:42,SENS-JAKPUS,-6.1754,106.8272,10.0
2026-05-07 12:38:44,SENS-JAKSEL,-6.2615,106.8106,14.0
2026-05-07 12:38:48,SENS-JAKPUS,-6.1754,106.8272,0.0
2026-05-07 12:38:50,SENS-JAKSEL,-6.2615,106.8106,0.0
2026-05-07 12:38:54,SENS-JAKPUS,-6.1754,106.8272,8.0
2026-05-07 12:38:56,SENS-JAKSEL,-6.2615,106.8106,19.0
2026-05-07 12:39:00,SENS-JAKPUS,-6.1754,106.8272,2.0
2026-05-07 12:39:03,SENS-JAKSEL,-6.2615,106.8106,0.0
2026-05-07 12:39:07,SENS-JAKPUS,-6.1754,106.8272,10.0
2026-05-07 12:39:09,SENS-JAKSEL,-6.2615,106.8106,6.0
2026-05-07 12:39:13,SENS-JAKPUS,-6.1754,106.8272,11.0
2026-05-07 12:39:16,SENS-JAKSEL,-6.2615,106.8106,14.0
2026-05-07 12:39:20,SENS-JAKPUS,-6.1754,106.8272,1.0
2026-05-07 12:39:22,SENS-JAKSEL,-6.2615,106.8106,7.0
2026-05-07 12:39:26,SENS-JAKPUS,-6.1754,106.8272,2.0
2026-05-07 12:39:28,SENS-JAKSEL,-6.2615,106.8106,17.0
2026-05-07 12:39:32,SENS-JAKPUS,-6.1754,106.8272,13.0
2026-05-07 12:39:34,SENS-JAKSEL,-6.2615,106.8106,11.0
2026-05-07 12:39:38,SENS-JAKPUS,-6.1754,106.8272,13.0
2026-05-07 12:39:40,SENS-JAKSEL,-6.2615,106.8106,5.0
2026-05-07 12:39:44,SENS-JAKPUS,-6.1754,106.8272,18.0
2026-05-07 12:39:46,SENS-JAKSEL,-6.2615,106.8106,8.0
2026-05-07 12:39:50,SENS-JAKPUS,-6.1754,106.8272,14.0
2026-05-07 12:39:52,SENS-JAKSEL,-6.2615,106.8106,15.0
2026-05-07 12:39:57,SENS-JAKPUS,-6.1754,106.8272,18.0
2026-05-07 12:39:59,SENS-JAKSEL,-6.2615,106.8106,0.0
2026-05-07 12:40:03,SENS-JAKPUS,-6.1754,106.8272,11.0
2026-05-07 12:40:05,SENS-JAKSEL,-6.2615,106.8106,17.0
2026-05-07 12:40:09,SENS-JAKPUS,-6.1754,106.8272,14.0
2026-05-07 12:40:12,SENS-JAKSEL,-6.2615,106.8106,13.0
2026-05-07 12:40:16,SENS-JAKPUS,-6.1754,106.8272,84.0
2026-05-07 12:40:18,SENS-JAKSEL,-6.2615,106.8106,9.0
2026-05-07 12:40:22,SENS-JAKPUS,-6.1754,106.8272,17.0
2026-05-07 12:40:24,SENS-JAKSEL,-6.2615,106.8106,14.0
2026-05-07 12:40:28,SENS-JAKPUS,-6.1754,106.8272,19.0
2026-05-07 12:40:30,SENS-JAKSEL,-6.2615,106.8106,10.0
2026-05-07 12:40:34,SENS-JAKPUS,-6.1754,106.8272,8.0
2026-05-07 12:40:36,SENS-JAKSEL,-6.2615,106.8106,8.0
2026-05-07 12:40:40,SENS-JAKPUS,-6.1754,106.8272,14.0
2026-05-07 12:40:42,SENS-JAKSEL,-6.2615,106.8106,12.0
2026-05-07 12:40:46,SENS-JAKPUS,-6.1754,106.8272,6.0
2026-05-07 12:40:48,SENS-JAKSEL,-6.2615,106.8106,81.0
2026-05-07 12:40:52,SENS-JAKPUS,-6.1754,106.8272,17.0
2026-05-07 12:40:54,SENS-JAKSEL,-6.2615,106.8106,7.0
2026-05-07 12:40:58,SENS-JAKPUS,-6.1754,106.8272,13.0
2026-05-07 12:41:01,SENS-JAKSEL,-6.2615,106.8106,80.0
2026-05-07 12:41:05,SENS-JAKPUS,-6.1754,106.8272,17.0
2026-05-07 12:41:08,SENS-JAKSEL,-6.2615,106.8106,7.0
2026-05-07 12:41:12,SENS-JAKPUS,-6.1754,106.8272,4.0
2026-05-07 12:41:14,SENS-JAKSEL,-6.2615,106.8106,18.0
2026-05-07 12:41:18,SENS-JAKPUS,-6.1754,106.8272,6.0
2026-05-07 12:41:20,SENS-JAKSEL,-6.2615,106.8106,13.0
2026-05-07 12:41:24,SENS-JAKPUS,-6.1754,106.8272,4.0
2026-05-07 12:41:26,SENS-JAKSEL,-6.2615,106.8106,6.0
2026-05-07 12:41:30,SENS-JAKPUS,-6.1754,106.8272,12.0
2026-05-07 12:41:32,SENS-JAKSEL,-6.2615,106.8106,12.0
2026-05-07 12:41:36,SENS-JAKPUS,-6.1754,106.8272,18.0
2026-05-07 12:41:38,SENS-JAKSEL,-6.2615,106.8106,3.0
2026-05-07 12:41:42,SENS-JAKPUS,-6.1754,106.8272,1.0
2026-05-07 12:41:44,SENS-JAKSEL,-6.2615,106.8106,1.0
2026-05-07 12:41:48,SENS-JAKPUS,-6.1754,106.8272,14.0
2026-05-07 12:41:50,SENS-JAKSEL,-6.2615,106.8106,8.0
2026-05-07 12:41:55,SENS-JAKPUS,-6.1754,106.8272,20.0
2026-05-07 12:41:57,SENS-JAKSEL,-6.2615,106.8106,81.0
2026-05-07 12:42:01,SENS-JAKPUS,-6.1754,106.8272,19.0
2026-05-07 12:42:04,SENS-JAKSEL,-6.2615,106.8106,19.0
2026-05-07 12:42:08,SENS-JAKPUS,-6.1754,106.8272,16.0
2026-05-07 12:42:10,SENS-JAKSEL,-6.2615,106.8106,4.0
2026-05-07 12:42:14,SENS-JAKPUS,-6.1754,106.8272,8.0
2026-05-07 12:42:16,SENS-JAKSEL,-6.2615,106.8106,12.0
2026-05-07 12:42:20,SENS-JAKPUS,-6.1754,106.8272,17.0
2026-05-07 12:42:22,SENS-JAKSEL,-6.2615,106.8106,12.0
2026-05-07 12:42:26,SENS-JAKPUS,-6.1754,106.8272,15.0
2026-05-07 12:42:28,SENS-JAKSEL,-6.2615,106.8106,12.0
2026-05-07 12:42:32,SENS-JAKPUS,-6.1754,106.8272,8.0
2026-05-07 12:42:34,SENS-JAKSEL,-6.2615,106.8106,15.0
2026-05-07 12:42:38,SENS-JAKPUS,-6.1754,106.8272,8.0
2026-05-07 12:42:40,SENS-JAKSEL,-6.2615,106.8106,15.0
2026-05-07 12:42:44,SENS-JAKPUS,-6.1754,106.8272,10.0
2026-05-07 12:42:47,SENS-JAKSEL,-6.2615,106.8106,16.0
2026-05-07 12:42:51,SENS-JAKPUS,-6.1754,106.8272,16.0
2026-05-07 12:42:53,SENS-JAKSEL,-6.2615,106.8106,17.0
2026-05-07 12:42:57,SENS-JAKPUS,-6.1754,106.8272,13.0
2026-05-07 12:42:59,SENS-JAKSEL,-6.2615,106.8106,18.0
2026-05-07 12:43:03,SENS-JAKPUS,-6.1754,106.8272,3.0
2026-05-07 12:43:05,SENS-JAKSEL,-6.2615,106.8106,10.0
2026-05-07 12:43:09,SENS-JAKPUS,-6.1754,106.8272,100.0
2026-05-07 12:43:11,SENS-JAKSEL,-6.2615,106.8106,1.0
2026-05-07 12:43:15,SENS-JAKPUS,-6.1754,106.8272,20.0
2026-05-07 12:43:17,SENS-JAKSEL,-6.2615,106.8106,0.0
2026-05-07 12:43:21,SENS-JAKPUS,-6.1754,106.8272,4.0
2026-05-07 12:43:23,SENS-JAKSEL,-6.2615,106.8106,8.0
2026-05-07 12:43:27,SENS-JAKPUS,-6.1754,106.8272,14.0
2026-05-07 12:43:29,SENS-JAKSEL,-6.2615,106.8106,3.0
2026-05-07 12:43:33,SENS-JAKPUS,-6.1754,106.8272,15.0
2026-05-07 12:43:36,SENS-JAKSEL,-6.2615,106.8106,98.0
2026-05-07 12:43:41,SENS-JAKPUS,-6.1754,106.8272,4.0
2026-05-07 12:43:43,SENS-JAKSEL,-6.2615,106.8106,3.0
2026-05-07 12:43:47,SENS-JAKPUS,-6.1754,106.8272,18.0
2026-05-07 12:43:49,SENS-JAKSEL,-6.2615,106.8106,2.0
2026-05-07 12:43:53,SENS-JAKPUS,-6.1754,106.8272,1.0
2026-05-07 12:43:55,SENS-JAKSEL,-6.2615,106.8106,3.0
2026-05-07 12:44:40,SENS-JAKPUS,-6.1754,106.8272,6.0
2026-05-07 12:44:43,SENS-JAKSEL,-6.2615,106.8106,3.0
2026-05-07 12:44:47,SENS-JAKPUS,-6.1754,106.8272,20.0
2026-05-07 12:44:49,SENS-JAKSEL,-6.2615,106.8106,95.0
2026-05-07 12:44:53,SENS-JAKPUS,-6.1754,106.8272,1.0
2026-05-07 12:44:55,SENS-JAKSEL,-6.2615,106.8106,13.0
2026-05-07 12:44:59,SENS-JAKPUS,-6.1754,106.8272,16.0
2026-05-07 12:45:01,SENS-JAKSEL,-6.2615,106.8106,0.0
2026-05-07 12:45:05,SENS-JAKPUS,-6.1754,106.8272,14.0
2026-05-07 12:45:07,SENS-JAKSEL,-6.2615,106.8106,3.0
2026-05-07 12:45:11,SENS-JAKPUS,-6.1754,106.8272,18.0
2026-05-07 12:45:13,SENS-JAKSEL,-6.2615,106.8106,11.0
2026-05-07 12:45:17,SENS-JAKPUS,-6.1754,106.8272,7.0
2026-05-07 12:45:19,SENS-JAKSEL,-6.2615,106.8106,4.0
2026-05-07 12:45:23,SENS-JAKPUS,-6.1754,106.8272,9.0
2026-05-07 12:45:25,SENS-JAKSEL,-6.2615,106.8106,1.0
2026-05-07 12:45:29,SENS-JAKPUS,-6.1754,106.8272,11.0
2026-05-07 12:45:31,SENS-JAKSEL,-6.2615,106.8106,1.0
2026-05-07 12:45:35,SENS-JAKPUS,-6.1754,106.8272,8.0
2026-05-07 12:45:37,SENS-JAKSEL,-6.2615,106.8106,10.0
2026-05-07 12:46:40,SENS-JAKPUS,-6.1754,106.8272,18.0
2026-05-07 12:46:43,SENS-JAKSEL,-6.2615,106.8106,11.0
2026-05-07 12:46:47,SENS-JAKPUS,-6.1754,106.8272,16.0
2026-05-07 12:46:49,SENS-JAKSEL,-6.2615,106.8106,64.0
2026-05-07 12:46:53,SENS-JAKPUS,-6.1754,106.8272,18.0
